temperature, lluvia, humedad, rend_manz
61.00,74.00,57.00,61.60
37.00,92.00,62.00,60.50
70.00,53.00,59.00,61.10
43.00,86.00,81.00,70.60
72.00,92.00,91.00,85.50
25.00,86.00,57.00,53.20
64.00,33.00,67.00,59.30
69.00,66.00,60.00,63.90
90.00,65.00,56.00,68.00
94.00,49.00,20.00,48.00
26.00,80.00,34.00,40.80
55.00,65.00,66.00,62.50
36.00,27.00,75.00,53.70
27.00,83.00,57.00,53.20
35.00,72.00,86.00,67.90
45.00,87.00,97.00,79.40
62.00,53.00,48.00,53.20
73.00,62.00,60.00,64.30
82.00,81.00,68.00,74.80
49.00,48.00,84.00,66.30
99.00,88.00,31.00,62.80
33.00,47.00,36.00,37.30
26.00,82.00,78.00,63.20
40.00,34.00,75.00,56.30
67.00,33.00,87.00,70.20
88.00,87.00,53.00,70.30
24.00,23.00,29.00,26.30
23.00,34.00,24.00,25.70
82.00,96.00,80.00,83.80
75.00,54.00,39.00,52.80
61.00,74.00,64.00,65.10
31.00,76.00,57.00,53.00
60.00,50.00,29.00,42.50
67.00,95.00,45.00,61.60
33.00,88.00,58.00,56.50
80.00,81.00,41.00,60.70
50.00,64.00,51.00,53.30
68.00,91.00,52.00,64.60
61.00,83.00,25.00,47.40
53.00,22.00,72.00,56.30
79.00,53.00,24.00,46.30
41.00,86.00,90.00,74.50
77.00,85.00,72.00,76.10
24.00,39.00,26.00,28.00
77.00,37.00,35.00,48.00
69.00,86.00,88.00,81.90
23.00,74.00,35.00,39.20
25.00,76.00,30.00,37.70
91.00,38.00,46.00,57.90
44.00,45.00,53.00,48.70
92.00,91.00,63.00,77.30
58.00,68.00,81.00,71.50
32.00,85.00,82.00,67.60
34.00,47.00,32.00,35.60
99.00,41.00,91.00,83.40
45.00,89.00,46.00,54.30
92.00,74.00,82.00,83.40
98.00,21.00,67.00,67.10
50.00,77.00,74.00,67.40
55.00,79.00,67.00,65.80
70.00,46.00,51.00,55.70
82.00,64.00,66.00,70.40
67.00,46.00,43.00,50.80
83.00,60.00,89.00,81.40
85.00,76.00,27.00,54.20
87.00,60.00,97.00,86.60
91.00,81.00,46.00,66.50
89.00,32.00,83.00,74.60
72.00,78.00,63.00,68.70
89.00,91.00,42.00,65.90
99.00,59.00,92.00,87.50
96.00,87.00,77.00,84.70
31.00,25.00,21.00,24.80
80.00,57.00,61.00,65.90
91.00,67.00,46.00,63.70
92.00,27.00,33.00,49.50
55.00,69.00,91.00,75.80
96.00,66.00,55.00,69.50
48.00,83.00,49.00,55.50
64.00,66.00,92.00,78.40
69.00,93.00,92.00,85.30
70.00,93.00,87.00,83.10
40.00,60.00,67.00,57.50
21.00,58.00,22.00,28.90
85.00,97.00,66.00,77.90
40.00,77.00,35.00,44.90
31.00,94.00,82.00,69.10
32.00,87.00,58.00,56.00
77.00,23.00,51.00,53.20
33.00,25.00,80.00,54.90
25.00,90.00,53.00,52.00
84.00,42.00,59.00,63.10
61.00,48.00,78.00,66.90
51.00,36.00,29.00,37.00
24.00,50.00,48.00,41.20
89.00,42.00,90.00,80.10
87.00,61.00,79.00,77.80
91.00,40.00,52.00,61.30
25.00,65.00,29.00,35.00
92.00,47.00,66.00,70.00
79.00,52.00,27.00,47.60
98.00,98.00,87.00,92.50
39.00,97.00,38.00,50.10
57.00,69.00,45.00,53.40
62.00,92.00,31.00,52.50
87.00,52.00,57.00,65.00
42.00,40.00,89.00,65.10
86.00,63.00,31.00,53.90
79.00,72.00,40.00,58.10
87.00,20.00,64.00,62.10
67.00,29.00,78.00,64.90
68.00,47.00,76.00,67.80
41.00,88.00,32.00,45.90
60.00,53.00,60.00,58.60
45.00,66.00,61.00,57.20
22.00,40.00,29.00,29.10
23.00,34.00,91.00,59.20
47.00,78.00,70.00,64.70
98.00,84.00,77.00,84.70
41.00,31.00,82.00,59.50
61.00,20.00,90.00,67.30
45.00,40.00,50.00,46.50
75.00,33.00,84.00,71.10
42.00,84.00,80.00,69.40
89.00,31.00,73.00,69.40
21.00,31.00,29.00,27.00
23.00,26.00,96.00,60.10
69.00,56.00,58.00,60.90
28.00,65.00,81.00,61.90
83.00,23.00,37.00,48.00
86.00,55.00,91.00,82.30
49.00,92.00,87.00,76.60
42.00,39.00,88.00,64.40
39.00,75.00,46.00,49.70
61.00,87.00,53.00,62.20
41.00,22.00,66.00,49.70
87.00,57.00,70.00,72.50
72.00,50.00,44.00,53.60
52.00,85.00,97.00,81.10
43.00,30.00,51.00,44.40
24.00,61.00,45.00,41.90
91.00,72.00,67.00,75.20
89.00,63.00,36.00,57.30
78.00,46.00,55.00,60.10
95.00,61.00,91.00,86.20
35.00,93.00,73.00,65.60
74.00,35.00,64.00,61.20
86.00,33.00,78.00,71.40
40.00,51.00,38.00,41.20
75.00,99.00,24.00,54.30
63.00,78.00,90.00,79.50
41.00,73.00,21.00,37.40
88.00,71.00,60.00,70.60
32.00,35.00,33.00,33.10
88.00,24.00,69.00,65.70
32.00,36.00,67.00,50.30
66.00,84.00,45.00,59.10
55.00,69.00,83.00,71.80
83.00,26.00,81.00,70.60
20.00,92.00,69.00,58.90
95.00,26.00,55.00,61.20
48.00,22.00,65.00,51.30
78.00,76.00,46.00,61.60
98.00,26.00,33.00,51.10
61.00,83.00,76.00,72.90
20.00,34.00,73.00,49.30
55.00,83.00,69.00,67.60
44.00,74.00,32.00,44.00
39.00,76.00,55.00,54.40
62.00,68.00,32.00,48.20
74.00,58.00,45.00,56.30
60.00,68.00,84.00,73.60
40.00,59.00,83.00,65.30
25.00,94.00,26.00,39.30
48.00,65.00,31.00,42.90
47.00,73.00,27.00,42.20
90.00,41.00,79.00,74.70
81.00,93.00,71.00,78.40
96.00,80.00,97.00,93.30
39.00,60.00,73.00,60.20
48.00,54.00,36.00,43.20
25.00,57.00,40.00,38.90
33.00,93.00,97.00,77.00
88.00,60.00,69.00,72.90
77.00,24.00,97.00,76.40
85.00,90.00,68.00,77.50
92.00,41.00,97.00,84.30
38.00,74.00,76.00,64.20
58.00,29.00,70.00,58.20
39.00,92.00,45.00,52.60
50.00,59.00,25.00,39.30
53.00,84.00,32.00,48.70
66.00,89.00,97.00,86.10
40.00,96.00,39.00,50.70
66.00,62.00,49.00,56.70
28.00,88.00,99.00,75.50
51.00,43.00,64.00,55.90
77.00,98.00,68.00,76.70
55.00,80.00,24.00,44.50
59.00,86.00,62.00,65.90
59.00,74.00,70.00,67.50
78.00,63.00,79.00,75.50
71.00,21.00,82.00,66.50
23.00,99.00,71.00,62.20
67.00,29.00,99.00,75.40
79.00,59.00,21.00,46.00
83.00,35.00,34.00,48.90
72.00,57.00,72.00,69.00
38.00,35.00,82.00,59.40
73.00,94.00,98.00,89.70
28.00,44.00,29.00,31.70
35.00,25.00,59.00,45.00
29.00,43.00,52.00,43.30
20.00,47.00,96.00,63.40
92.00,69.00,85.00,83.90
60.00,59.00,42.00,50.80
41.00,25.00,55.00,44.80
69.00,70.00,72.00,70.70
95.00,87.00,39.00,65.40
87.00,22.00,22.00,41.50
82.00,35.00,93.00,78.10
63.00,53.00,62.00,60.50
75.00,22.00,25.00,39.40
99.00,81.00,96.00,93.90
86.00,40.00,50.00,58.80
93.00,74.00,55.00,70.20
91.00,45.00,81.00,76.80
72.00,76.00,42.00,57.80
78.00,86.00,52.00,66.60
60.00,22.00,69.00,56.90
93.00,62.00,73.00,76.80
32.00,39.00,27.00,30.90
26.00,23.00,55.00,39.90
96.00,60.00,21.00,51.30
93.00,94.00,37.00,65.20
62.00,82.00,74.00,72.00
72.00,36.00,77.00,67.30
27.00,41.00,33.00,32.80
45.00,75.00,79.00,68.00
35.00,32.00,90.00,61.90
83.00,24.00,58.00,58.70
75.00,69.00,62.00,67.30
50.00,82.00,30.00,46.40
49.00,88.00,40.00,52.30
38.00,62.00,20.00,33.80
27.00,65.00,74.00,58.10
51.00,90.00,43.00,54.80
38.00,66.00,50.00,49.60
67.00,99.00,83.00,81.40
74.00,49.00,84.00,74.00
91.00,90.00,65.00,77.80
37.00,43.00,22.00,30.70
74.00,25.00,26.00,40.20
47.00,95.00,42.00,54.10
47.00,68.00,84.00,69.70
64.00,39.00,39.00,46.50
25.00,23.00,85.00,54.60
34.00,55.00,51.00,46.70
65.00,99.00,59.00,68.80
29.00,83.00,30.00,40.30
93.00,76.00,88.00,87.10
32.00,70.00,49.00,48.10
55.00,28.00,62.00,53.10
99.00,57.00,56.00,69.10
61.00,39.00,20.00,36.10
51.00,46.00,42.00,45.50
41.00,74.00,56.00,55.10
24.00,70.00,71.00,56.70
80.00,81.00,23.00,51.70
33.00,42.00,99.00,67.80
28.00,92.00,49.00,51.30
82.00,81.00,26.00,53.80
33.00,52.00,45.00,42.80
60.00,26.00,54.00,50.20
50.00,88.00,67.00,66.10
69.00,24.00,86.00,68.50
60.00,35.00,78.00,64.00
95.00,28.00,45.00,56.60
89.00,24.00,61.00,62.00
42.00,22.00,47.00,40.50
69.00,75.00,89.00,80.20
63.00,55.00,39.00,49.40
58.00,32.00,29.00,38.30
21.00,77.00,27.00,35.20
72.00,54.00,64.00,64.40
66.00,77.00,31.00,50.70
82.00,33.00,58.00,60.20
79.00,59.00,47.00,59.00
93.00,53.00,22.00,49.50
77.00,56.00,33.00,50.80
23.00,46.00,24.00,28.10
68.00,41.00,68.00,62.60
53.00,65.00,65.00,61.40
77.00,29.00,55.00,56.40
87.00,62.00,85.00,81.00
37.00,57.00,73.00,59.00
29.00,23.00,82.00,54.30
22.00,80.00,42.00,43.60
75.00,66.00,84.00,77.70
59.00,21.00,78.00,60.90
92.00,36.00,64.00,66.80
42.00,33.00,61.00,49.70
29.00,53.00,76.00,57.30
24.00,45.00,63.00,47.70
47.00,46.00,97.00,71.80
72.00,29.00,48.00,51.40
71.00,57.00,48.00,56.70
55.00,65.00,25.00,42.00
23.00,78.00,44.00,44.50
20.00,55.00,72.00,53.00
28.00,90.00,32.00,42.40
49.00,42.00,76.00,61.10
55.00,85.00,53.00,60.00
39.00,82.00,49.00,52.60
38.00,33.00,93.00,64.50
24.00,91.00,92.00,71.40
33.00,83.00,70.00,61.50
53.00,84.00,24.00,44.70
84.00,94.00,82.00,85.00
21.00,39.00,75.00,51.60
73.00,53.00,68.00,66.50
88.00,54.00,58.00,66.20
54.00,35.00,40.00,43.20
88.00,32.00,75.00,70.30
86.00,20.00,28.00,43.80
44.00,37.00,62.00,51.60
84.00,51.00,63.00,66.90
92.00,21.00,96.00,79.80
25.00,95.00,28.00,40.50
50.00,56.00,22.00,37.20
85.00,49.00,95.00,82.80
54.00,36.00,94.00,70.40
95.00,63.00,28.00,55.10
70.00,55.00,96.00,80.00
92.00,74.00,62.00,73.40
64.00,57.00,84.00,72.60
50.00,64.00,87.00,71.30
35.00,77.00,72.00,61.90
37.00,31.00,62.00,48.30
60.00,72.00,72.00,68.40
92.00,41.00,93.00,82.30
71.00,53.00,93.00,78.40
66.00,59.00,28.00,45.60
59.00,25.00,85.00,65.20
35.00,84.00,46.00,50.30
39.00,69.00,41.00,46.00
97.00,85.00,28.00,60.10
45.00,51.00,20.00,33.70
63.00,23.00,39.00,43.00
41.00,45.00,84.00,63.30
28.00,80.00,97.00,72.90
84.00,50.00,58.00,64.20
66.00,43.00,34.00,45.40
71.00,59.00,54.00,60.10
86.00,46.00,42.00,56.00
22.00,24.00,54.00,38.40
84.00,94.00,95.00,91.50
97.00,93.00,73.00,84.20
43.00,65.00,84.00,67.90
50.00,53.00,49.00,50.10
81.00,66.00,70.00,72.50
95.00,86.00,72.00,81.70
60.00,23.00,99.00,72.10
77.00,62.00,59.00,65.00
21.00,98.00,47.00,49.40
34.00,41.00,34.00,35.40
69.00,74.00,44.00,57.50
55.00,28.00,37.00,40.60
58.00,22.00,27.00,35.30
25.00,73.00,40.00,42.10
86.00,26.00,85.00,73.50
77.00,52.00,82.00,74.50
29.00,60.00,26.00,33.70
55.00,77.00,68.00,65.90
55.00,41.00,86.00,67.70
23.00,25.00,35.00,29.40
61.00,42.00,28.00,40.70
49.00,40.00,92.00,68.70
38.00,94.00,41.00,50.70
80.00,96.00,71.00,78.70
76.00,96.00,79.00,81.50
62.00,56.00,35.00,47.30
75.00,32.00,76.00,66.90
29.00,43.00,37.00,35.80
87.00,41.00,66.00,67.30
64.00,29.00,67.00,58.50
91.00,38.00,40.00,54.90
91.00,35.00,23.00,45.80
76.00,80.00,69.00,73.30
43.00,31.00,65.00,51.60
45.00,56.00,70.00,59.70
67.00,61.00,78.00,71.30
97.00,84.00,59.00,75.40
69.00,52.00,27.00,44.60
25.00,80.00,47.00,47.00
45.00,69.00,98.00,76.30
73.00,69.00,32.00,51.70
74.00,85.00,27.00,52.70
83.00,27.00,61.00,60.80
60.00,76.00,61.00,63.70
45.00,55.00,56.00,52.50
84.00,35.00,68.00,66.20
85.00,75.00,25.00,53.00
49.00,27.00,21.00,30.60
55.00,62.00,25.00,41.40
21.00,34.00,80.00,53.10
58.00,31.00,95.00,71.10
72.00,29.00,78.00,66.40
23.00,53.00,91.00,63.00
50.00,33.00,84.00,63.60
50.00,82.00,51.00,56.90
23.00,68.00,30.00,35.50
89.00,20.00,70.00,65.70
69.00,38.00,48.00,52.30
82.00,58.00,35.00,53.70
66.00,29.00,64.00,57.60
31.00,95.00,55.00,55.80
98.00,44.00,47.00,61.70
41.00,39.00,76.00,58.10
45.00,56.00,81.00,65.20
34.00,73.00,30.00,39.80
91.00,63.00,53.00,66.40
98.00,73.00,56.00,72.00
79.00,36.00,53.00,57.40
80.00,22.00,45.00,50.90
50.00,76.00,53.00,56.70
84.00,38.00,68.00,66.80
90.00,70.00,59.00,70.50
23.00,43.00,80.00,55.50
97.00,56.00,84.00,82.30
73.00,76.00,50.00,62.10
26.00,31.00,20.00,24.00
71.00,99.00,84.00,83.10
43.00,98.00,22.00,43.50
23.00,76.00,92.00,68.10
82.00,79.00,35.00,57.90
61.00,91.00,50.00,61.50
93.00,91.00,60.00,76.10
37.00,33.00,40.00,37.70
64.00,22.00,81.00,64.10
77.00,38.00,23.00,42.20
57.00,21.00,63.00,52.80
24.00,78.00,53.00,49.30
29.00,34.00,49.00,40.00
88.00,47.00,60.00,65.80
42.00,67.00,67.00,59.50
47.00,45.00,56.00,51.10
39.00,54.00,88.00,66.50
70.00,70.00,62.00,66.00
45.00,29.00,77.00,57.80
20.00,43.00,43.00,36.10
47.00,93.00,84.00,74.70
95.00,25.00,82.00,74.50
79.00,97.00,78.00,82.10
54.00,27.00,29.00,36.10
64.00,86.00,29.00,50.90
88.00,95.00,57.00,73.90
47.00,43.00,36.00,40.70
74.00,65.00,60.00,65.20
24.00,58.00,88.00,62.80
78.00,30.00,40.00,49.40
93.00,52.00,21.00,48.80
33.00,24.00,73.00,51.20
80.00,59.00,50.00,60.80
53.00,67.00,38.00,48.30
40.00,68.00,47.00,49.10
96.00,41.00,33.00,53.50
54.00,53.00,29.00,41.30
22.00,77.00,68.00,56.00
53.00,78.00,58.00,60.50
79.00,54.00,79.00,74.00
96.00,70.00,46.00,65.80
68.00,47.00,24.00,41.80
24.00,55.00,70.00,53.20
36.00,30.00,42.00,37.80
34.00,34.00,27.00,30.50
27.00,67.00,64.00,53.50
26.00,75.00,46.00,45.80
37.00,78.00,98.00,75.70
22.00,23.00,43.00,32.70
48.00,74.00,55.00,56.70
52.00,32.00,36.00,40.00
25.00,36.00,38.00,33.70
83.00,77.00,81.00,80.80
37.00,62.00,55.00,51.00
77.00,60.00,37.00,53.60
48.00,64.00,48.00,51.20
59.00,71.00,27.00,45.40
95.00,65.00,57.00,70.00
24.00,92.00,54.00,52.60
63.00,92.00,57.00,65.80
75.00,78.00,76.00,76.10
55.00,38.00,48.00,48.10
74.00,68.00,66.00,68.80
74.00,93.00,93.00,87.30
69.00,51.00,72.00,66.90
23.00,66.00,24.00,32.10
78.00,37.00,86.00,73.80
33.00,33.00,47.00,40.00
21.00,87.00,79.00,63.20
33.00,43.00,45.00,41.00
87.00,72.00,35.00,58.00
25.00,81.00,50.00,48.70
33.00,95.00,36.00,46.90
54.00,57.00,98.00,76.60
53.00,51.00,83.00,67.60
78.00,40.00,69.00,65.90
33.00,56.00,93.00,67.60
95.00,89.00,78.00,85.30
35.00,29.00,35.00,33.80
72.00,60.00,78.00,72.60
86.00,25.00,56.00,58.80
86.00,43.00,37.00,52.90
39.00,47.00,43.00,42.60
66.00,27.00,63.00,56.70
78.00,96.00,79.00,82.10
48.00,68.00,98.00,77.00
87.00,77.00,48.00,65.50
93.00,74.00,76.00,80.70
38.00,86.00,53.00,55.10
24.00,45.00,28.00,30.20
71.00,95.00,83.00,81.80
50.00,90.00,92.00,79.00
24.00,56.00,38.00,37.40
73.00,35.00,96.00,76.90
36.00,70.00,43.00,46.30
65.00,44.00,89.00,72.80
86.00,99.00,86.00,88.60
38.00,73.00,95.00,73.50
39.00,36.00,45.00,41.40
78.00,41.00,76.00,69.60
37.00,64.00,91.00,69.40
99.00,36.00,61.00,67.40
69.00,95.00,32.00,55.70
86.00,84.00,44.00,64.60
77.00,73.00,38.00,56.70
59.00,62.00,61.00,60.60
86.00,34.00,85.00,75.10
30.00,75.00,52.00,50.00
40.00,77.00,61.00,57.90
23.00,64.00,44.00,41.70
23.00,93.00,65.00,58.00
92.00,96.00,22.00,57.80
82.00,24.00,36.00,47.40
67.00,31.00,44.00,48.30
71.00,73.00,30.00,50.90
52.00,27.00,58.00,50.00
63.00,64.00,89.00,76.20
90.00,80.00,93.00,89.50
31.00,48.00,27.00,32.40
91.00,57.00,75.00,76.20
91.00,43.00,98.00,84.90
27.00,94.00,79.00,66.40
57.00,98.00,66.00,69.70
24.00,83.00,77.00,62.30
78.00,88.00,63.00,72.50
75.00,90.00,27.00,54.00
42.00,86.00,29.00,44.30
84.00,76.00,32.00,56.40
43.00,95.00,71.00,67.40
84.00,48.00,53.00,61.30
88.00,91.00,53.00,71.10
95.00,91.00,71.00,82.20
58.00,38.00,66.00,58.00
31.00,99.00,23.00,40.60
29.00,65.00,51.00,47.20
50.00,70.00,95.00,76.50
81.00,59.00,80.00,76.10
77.00,82.00,55.00,67.00
88.00,96.00,28.00,59.60
59.00,52.00,37.00,46.60
84.00,70.00,39.00,58.70
71.00,95.00,80.00,80.30
68.00,51.00,99.00,80.10
47.00,58.00,80.00,65.70
38.00,81.00,27.00,41.10
44.00,22.00,30.00,32.60
65.00,34.00,37.00,44.80
70.00,26.00,23.00,37.70
38.00,34.00,97.00,66.70
58.00,31.00,71.00,59.10
83.00,49.00,44.00,56.70
92.00,68.00,54.00,68.20
63.00,33.00,78.00,64.50
24.00,98.00,69.00,61.30
47.00,35.00,40.00,41.10
56.00,66.00,32.00,46.00
59.00,21.00,42.00,42.90
23.00,44.00,90.00,60.70
58.00,47.00,32.00,42.80
95.00,76.00,35.00,61.20
36.00,65.00,28.00,37.80
68.00,21.00,54.00,51.60
82.00,70.00,64.00,70.60
42.00,93.00,94.00,78.20
75.00,79.00,57.00,66.80
31.00,90.00,33.00,43.80
96.00,24.00,91.00,79.10
34.00,98.00,41.00,50.30
36.00,26.00,25.00,28.50
72.00,27.00,85.00,69.50
73.00,22.00,28.00,40.30
62.00,95.00,35.00,55.10
63.00,50.00,36.00,46.90
79.00,56.00,45.00,57.40
62.00,33.00,84.00,67.20
34.00,53.00,81.00,61.30
92.00,44.00,85.00,78.90
75.00,40.00,29.00,45.00
31.00,97.00,95.00,76.20
46.00,80.00,74.00,66.80
34.00,28.00,56.00,43.80
39.00,92.00,61.00,60.60
63.00,84.00,45.00,58.20
65.00,50.00,83.00,71.00
52.00,43.00,83.00,65.70
60.00,92.00,99.00,85.90
83.00,58.00,47.00,60.00
55.00,62.00,64.00,60.90
95.00,26.00,59.00,63.20
24.00,84.00,96.00,72.00
86.00,72.00,84.00,82.20
26.00,88.00,66.00,58.40
59.00,58.00,59.00,58.80
93.00,96.00,62.00,78.10
75.00,32.00,78.00,67.90
71.00,81.00,53.00,64.00
98.00,22.00,63.00,65.30
28.00,49.00,51.00,43.70
37.00,97.00,67.00,64.00
70.00,98.00,95.00,88.10
70.00,69.00,94.00,81.80
72.00,56.00,81.00,73.30
50.00,36.00,46.00,45.20
21.00,30.00,61.00,42.80
56.00,93.00,70.00,70.40
70.00,46.00,43.00,51.70
49.00,29.00,32.00,36.50
41.00,34.00,42.00,40.10
32.00,29.00,73.00,51.90
23.00,76.00,79.00,61.60
88.00,84.00,91.00,88.70
86.00,52.00,50.00,61.20
61.00,77.00,90.00,78.70
20.00,50.00,85.00,58.50
55.00,79.00,36.00,50.30
54.00,74.00,24.00,43.00
72.00,45.00,91.00,76.10
62.00,76.00,30.00,48.80
58.00,33.00,91.00,69.50
86.00,51.00,34.00,53.00
25.00,28.00,37.00,31.60
99.00,61.00,30.00,56.90
47.00,85.00,76.00,69.10
89.00,98.00,71.00,81.80
58.00,22.00,94.00,68.80
75.00,47.00,99.00,81.40
86.00,47.00,84.00,77.20
76.00,85.00,95.00,87.30
97.00,77.00,52.00,70.50
63.00,49.00,97.00,77.20
95.00,83.00,50.00,70.10
99.00,64.00,33.00,59.00
21.00,31.00,58.00,41.50
96.00,79.00,88.00,88.60
92.00,70.00,67.00,75.10
34.00,39.00,56.00,46.00
35.00,33.00,60.00,47.10
38.00,34.00,87.00,61.70
26.00,91.00,46.00,49.00
33.00,76.00,34.00,42.10
41.00,91.00,58.00,59.50
78.00,33.00,57.00,58.50
88.00,41.00,20.00,44.60
64.00,96.00,61.00,68.90
85.00,65.00,73.00,75.00
58.00,80.00,74.00,70.40
84.00,61.00,76.00,75.40
25.00,45.00,42.00,37.50
60.00,74.00,72.00,68.80
58.00,57.00,96.00,76.80
61.00,91.00,27.00,50.00
62.00,37.00,29.00,40.50
99.00,67.00,88.00,87.10
99.00,94.00,89.00,93.00
64.00,82.00,58.00,64.60
50.00,90.00,68.00,67.00
57.00,33.00,99.00,73.20
47.00,35.00,99.00,70.60
98.00,22.00,93.00,80.30
49.00,37.00,86.00,65.10
95.00,66.00,89.00,86.20
96.00,90.00,49.00,71.30
66.00,81.00,66.00,69.00
88.00,60.00,89.00,82.90
40.00,99.00,30.00,46.80
55.00,79.00,23.00,43.80
33.00,99.00,76.00,67.70
35.00,91.00,22.00,39.70
24.00,42.00,26.00,28.60
40.00,28.00,44.00,39.60
54.00,95.00,48.00,59.20
21.00,45.00,95.00,62.80
71.00,26.00,78.00,65.50
95.00,30.00,82.00,75.50
75.00,70.00,33.00,53.00
94.00,56.00,86.00,82.40
20.00,46.00,64.00,47.20
67.00,77.00,74.00,72.50
86.00,81.00,36.00,60.00
72.00,42.00,66.00,63.00
72.00,27.00,64.00,59.00
66.00,47.00,88.00,73.20
38.00,96.00,55.00,58.10
85.00,55.00,66.00,69.50
40.00,80.00,38.00,47.00
70.00,26.00,54.00,53.20
74.00,54.00,33.00,49.50
72.00,72.00,24.00,48.00
86.00,43.00,67.00,67.90
79.00,21.00,50.00,52.90
34.00,79.00,52.00,52.00
82.00,94.00,57.00,71.90
89.00,47.00,96.00,84.10
67.00,46.00,33.00,45.80
74.00,81.00,98.00,87.40
46.00,93.00,56.00,60.40
53.00,54.00,36.00,44.70
22.00,68.00,83.00,61.70
38.00,33.00,24.00,30.00
75.00,36.00,70.00,64.70
33.00,90.00,98.00,76.90
33.00,67.00,66.00,56.30
66.00,63.00,54.00,59.40
47.00,39.00,97.00,70.40
35.00,43.00,45.00,41.60
99.00,62.00,81.00,82.60
50.00,32.00,26.00,34.40
94.00,93.00,38.00,65.80
48.00,94.00,98.00,82.20
20.00,79.00,77.00,60.30
26.00,42.00,92.00,62.20
69.00,92.00,36.00,57.10
96.00,56.00,36.00,58.00
58.00,26.00,35.00,40.10
72.00,66.00,54.00,61.80
43.00,25.00,58.00,46.90
41.00,64.00,20.00,35.10
64.00,78.00,50.00,59.80
27.00,28.00,28.00,27.70
86.00,96.00,83.00,86.50
72.00,25.00,42.00,47.60
29.00,51.00,34.00,35.90
78.00,37.00,64.00,62.80
46.00,69.00,43.00,49.10
91.00,32.00,20.00,43.70
34.00,27.00,30.00,30.60
58.00,42.00,94.00,72.80
84.00,75.00,48.00,64.20
21.00,70.00,27.00,33.80
47.00,36.00,67.00,54.80
80.00,48.00,50.00,58.60
71.00,45.00,77.00,68.80
31.00,73.00,32.00,39.90
59.00,22.00,21.00,32.60
85.00,20.00,69.00,64.00
60.00,59.00,29.00,44.30
69.00,30.00,41.00,47.20
23.00,44.00,57.00,44.20
39.00,23.00,59.00,45.80
37.00,75.00,90.00,71.10
43.00,98.00,73.00,69.00
50.00,58.00,35.00,44.10
79.00,87.00,43.00,62.60
21.00,83.00,48.00,46.90
78.00,30.00,61.00,59.90
71.00,85.00,37.00,56.80
71.00,27.00,87.00,70.20
52.00,91.00,26.00,46.80
74.00,23.00,65.00,59.30
21.00,84.00,21.00,33.60
87.00,85.00,35.00,60.60
24.00,20.00,44.00,33.20
86.00,28.00,52.00,57.40
59.00,67.00,26.00,44.10
82.00,54.00,40.00,55.40
50.00,63.00,49.00,52.10
64.00,84.00,20.00,46.00
53.00,38.00,73.00,60.00
97.00,87.00,44.00,68.50
83.00,95.00,54.00,70.90
36.00,33.00,63.00,48.90
75.00,71.00,26.00,49.70
93.00,93.00,21.00,57.00
84.00,90.00,92.00,89.20
51.00,20.00,87.00,62.80
81.00,26.00,72.00,65.50
99.00,26.00,36.00,52.90
35.00,21.00,23.00,26.20
43.00,66.00,32.00,42.10
99.00,79.00,37.00,64.00
73.00,42.00,57.00,58.80
76.00,92.00,26.00,54.20
69.00,20.00,27.00,38.20
79.00,37.00,20.00,41.10
23.00,49.00,76.00,54.70
73.00,80.00,79.00,77.40
68.00,58.00,83.00,73.50
27.00,41.00,53.00,42.80
45.00,33.00,59.00,49.60
36.00,42.00,89.00,63.70
73.00,45.00,84.00,72.90
74.00,73.00,33.00,53.30
90.00,69.00,50.00,65.80
80.00,38.00,54.00,58.60
72.00,72.00,55.00,63.50
34.00,28.00,62.00,46.80
73.00,67.00,84.00,77.30
70.00,96.00,53.00,66.70
56.00,63.00,95.00,76.90
39.00,54.00,34.00,39.50
67.00,53.00,46.00,53.70
34.00,45.00,66.00,52.20
94.00,97.00,51.00,73.10
97.00,33.00,34.00,52.70
52.00,83.00,47.00,55.70
95.00,28.00,33.00,50.60
97.00,37.00,22.00,47.50
37.00,61.00,51.00,48.80
79.00,21.00,63.00,59.40
21.00,33.00,22.00,23.90
41.00,28.00,47.00,41.40
93.00,30.00,44.00,55.90
59.00,87.00,60.00,65.10
89.00,44.00,38.00,54.50
36.00,95.00,96.00,77.80
38.00,46.00,83.00,62.10
67.00,95.00,91.00,84.60
49.00,99.00,88.00,78.50
95.00,52.00,90.00,83.90
68.00,91.00,42.00,59.60
96.00,42.00,35.00,54.70
24.00,38.00,62.00,45.80
97.00,22.00,38.00,52.50
63.00,28.00,49.00,49.00
64.00,82.00,50.00,60.60
42.00,78.00,36.00,46.20
29.00,34.00,61.00,46.00
51.00,34.00,24.00,34.10
94.00,70.00,56.00,70.20
37.00,23.00,96.00,63.70
89.00,78.00,44.00,64.30
75.00,40.00,32.00,46.50
84.00,69.00,32.00,55.00
23.00,71.00,21.00,31.60
27.00,73.00,75.00,60.20
23.00,84.00,33.00,40.20
62.00,54.00,46.00,52.40
31.00,90.00,72.00,63.30
64.00,20.00,58.00,52.20
49.00,47.00,61.00,54.60
34.00,32.00,87.00,60.10
25.00,29.00,74.00,50.30
88.00,49.00,36.00,54.20
76.00,85.00,45.00,62.30
79.00,50.00,46.00,56.70
93.00,48.00,57.00,66.00
52.00,29.00,88.00,65.40
65.00,35.00,42.00,47.50
87.00,24.00,52.00,56.90
54.00,53.00,92.00,72.80
49.00,72.00,40.00,49.10
30.00,99.00,82.00,69.80
