temperature, lluvia, humedad, rend_manz
51.00,90.00,30.00,48.30
29.00,88.00,90.00,71.30
94.00,33.00,64.00,66.80
97.00,78.00,43.00,66.20
90.00,62.00,20.00,49.40
63.00,34.00,71.00,61.20
29.00,96.00,32.00,43.90
46.00,34.00,85.00,63.10
32.00,90.00,24.00,39.60
49.00,90.00,41.00,53.20
59.00,56.00,32.00,44.90
44.00,43.00,43.00,43.30
71.00,94.00,70.00,75.10
24.00,40.00,72.00,51.20
71.00,33.00,65.00,60.40
46.00,78.00,59.00,58.90
82.00,97.00,74.00,81.00
20.00,99.00,64.00,57.80
27.00,47.00,60.00,47.50
51.00,75.00,66.00,63.30
77.00,36.00,25.00,42.80
35.00,27.00,57.00,44.40
49.00,42.00,28.00,37.10
81.00,37.00,51.00,57.20
45.00,86.00,51.00,56.20
38.00,32.00,76.00,55.80
81.00,97.00,94.00,90.70
93.00,37.00,56.00,63.30
75.00,47.00,34.00,48.90
64.00,69.00,28.00,47.00
47.00,47.00,36.00,41.50
89.00,95.00,50.00,70.70
69.00,26.00,30.00,40.90
23.00,84.00,82.00,64.70
93.00,59.00,83.00,81.20
90.00,79.00,70.00,77.80
96.00,26.00,66.00,67.00
40.00,39.00,47.00,43.30
80.00,36.00,53.00,57.70
20.00,20.00,88.00,54.00
75.00,98.00,46.00,65.10
98.00,94.00,37.00,66.70
67.00,43.00,86.00,71.70
33.00,27.00,87.00,58.80
41.00,38.00,96.00,67.90
26.00,62.00,90.00,65.20
88.00,48.00,79.00,75.50
65.00,67.00,20.00,42.90
21.00,28.00,86.00,54.90
90.00,69.00,32.00,56.80
42.00,34.00,79.00,58.90
53.00,84.00,45.00,55.20
92.00,60.00,99.00,89.10
66.00,58.00,44.00,53.40
99.00,30.00,76.00,73.70
35.00,80.00,38.00,45.50
58.00,33.00,89.00,68.50
53.00,46.00,96.00,73.10
50.00,95.00,35.00,51.50
99.00,60.00,53.00,68.20
29.00,37.00,92.00,62.10
36.00,48.00,93.00,66.90
23.00,67.00,77.00,58.80
25.00,81.00,40.00,43.70
29.00,28.00,57.00,42.80
83.00,20.00,20.00,38.90
84.00,64.00,98.00,87.00
57.00,75.00,23.00,43.60
55.00,93.00,97.00,83.60
85.00,42.00,55.00,61.40
98.00,62.00,32.00,57.80
83.00,41.00,51.00,58.60
86.00,30.00,64.00,63.80
57.00,20.00,94.00,68.10
22.00,54.00,83.00,58.90
92.00,61.00,94.00,86.80
86.00,83.00,33.00,58.90
66.00,62.00,99.00,81.70
47.00,74.00,87.00,72.40
54.00,24.00,52.00,47.00
67.00,77.00,31.00,51.00
35.00,74.00,71.00,60.80
26.00,55.00,38.00,37.80
89.00,76.00,61.00,72.40
61.00,83.00,22.00,45.90
29.00,41.00,75.00,54.40
80.00,67.00,25.00,49.90
62.00,80.00,77.00,73.10
27.00,35.00,68.00,49.10
59.00,92.00,71.00,71.60
31.00,82.00,63.00,57.20
31.00,32.00,37.00,34.20
36.00,76.00,95.00,73.50
43.00,92.00,92.00,77.30
49.00,77.00,33.00,46.60
30.00,93.00,37.00,46.10
95.00,68.00,32.00,58.10
44.00,28.00,74.00,55.80
59.00,37.00,81.00,65.60
92.00,32.00,96.00,82.00
21.00,61.00,72.00,54.50
63.00,49.00,95.00,76.20
52.00,92.00,63.00,65.50
58.00,67.00,38.00,49.80
72.00,45.00,21.00,41.10
41.00,33.00,65.00,51.40
36.00,33.00,87.00,60.90
62.00,65.00,26.00,44.60
59.00,87.00,91.00,80.60
74.00,39.00,38.00,49.00
28.00,21.00,87.00,56.10
66.00,45.00,44.00,50.80
40.00,48.00,33.00,38.10
26.00,44.00,32.00,32.60
63.00,90.00,20.00,46.90
39.00,78.00,81.00,67.80
73.00,99.00,36.00,59.70
87.00,22.00,50.00,55.50
32.00,91.00,57.00,56.30
67.00,43.00,28.00,42.70
40.00,60.00,66.00,57.00
40.00,23.00,30.00,31.60
70.00,50.00,31.00,46.50
76.00,89.00,55.00,68.10
41.00,35.00,52.00,45.30
31.00,22.00,57.00,42.20
53.00,99.00,96.00,83.70
34.00,26.00,24.00,27.40
35.00,65.00,60.00,53.50
81.00,71.00,22.00,49.50
95.00,87.00,43.00,67.40
62.00,43.00,52.00,53.20
30.00,79.00,44.00,46.80
39.00,56.00,55.00,50.40
34.00,55.00,42.00,42.20
97.00,93.00,61.00,78.20
89.00,88.00,38.00,63.30
73.00,96.00,98.00,90.10
51.00,36.00,52.00,48.50
30.00,81.00,62.00,56.20
29.00,80.00,50.00,49.70
84.00,38.00,31.00,48.30
73.00,86.00,37.00,57.60
26.00,20.00,45.00,34.30
80.00,85.00,81.00,81.50
38.00,36.00,85.00,61.10
58.00,73.00,62.00,63.00
70.00,67.00,47.00,57.90
41.00,73.00,41.00,47.40
55.00,70.00,30.00,45.50
83.00,99.00,24.00,56.70
37.00,59.00,61.00,53.40
55.00,43.00,89.00,69.60
24.00,29.00,96.00,61.00
53.00,76.00,63.00,62.60
45.00,91.00,20.00,41.70
93.00,48.00,70.00,72.50
58.00,47.00,30.00,41.80
91.00,79.00,54.00,70.10
94.00,63.00,65.00,73.30
46.00,30.00,82.00,60.80
56.00,51.00,65.00,59.50
20.00,24.00,53.00,37.30
73.00,95.00,71.00,76.40
59.00,94.00,32.00,52.50
82.00,98.00,42.00,65.20
32.00,33.00,57.00,44.70
98.00,29.00,99.00,84.70
95.00,60.00,68.00,74.50
49.00,41.00,35.00,40.40
58.00,31.00,91.00,69.10
83.00,23.00,92.00,75.50
69.00,55.00,21.00,42.20
71.00,55.00,31.00,47.80
93.00,70.00,98.00,90.90
64.00,47.00,72.00,64.60
39.00,46.00,71.00,56.40
76.00,55.00,51.00,59.30
62.00,23.00,26.00,36.20
76.00,39.00,29.00,45.10
81.00,75.00,99.00,88.80
58.00,61.00,61.00,60.10
84.00,92.00,51.00,69.10
74.00,96.00,25.00,53.90
23.00,81.00,94.00,70.10
99.00,63.00,51.00,67.80
96.00,40.00,67.00,70.30
51.00,81.00,49.00,56.00
84.00,29.00,69.00,65.50
74.00,87.00,54.00,66.60
55.00,47.00,70.00,60.90
43.00,84.00,75.00,67.20
78.00,88.00,22.00,52.00
39.00,29.00,92.00,63.50
92.00,46.00,93.00,83.30
28.00,83.00,20.00,35.00
99.00,45.00,35.00,56.20
75.00,32.00,99.00,78.40
65.00,51.00,50.00,54.70
59.00,54.00,26.00,41.50
65.00,74.00,32.00,50.30
22.00,87.00,72.00,60.00
93.00,71.00,47.00,65.60
22.00,97.00,93.00,72.50
97.00,24.00,47.00,57.40
61.00,77.00,47.00,57.20
95.00,79.00,35.00,61.80
56.00,56.00,65.00,60.50
26.00,52.00,48.00,42.20
72.00,33.00,71.00,63.70
96.00,83.00,43.00,66.90
83.00,60.00,90.00,81.90
97.00,95.00,81.00,88.60
72.00,96.00,31.00,56.30
31.00,97.00,41.00,49.20
77.00,22.00,84.00,69.50
25.00,95.00,45.00,49.00
62.00,69.00,23.00,43.90
94.00,69.00,46.00,65.00
76.00,57.00,36.00,52.20
73.00,89.00,91.00,85.20
83.00,54.00,28.00,49.70
87.00,81.00,63.00,73.80
27.00,30.00,58.00,43.10
25.00,36.00,83.00,56.20
78.00,83.00,47.00,63.50
54.00,47.00,58.00,54.60
63.00,73.00,86.00,76.50
37.00,74.00,29.00,40.40
86.00,99.00,68.00,79.60
39.00,93.00,55.00,57.80
69.00,63.00,95.00,80.80
28.00,31.00,31.00,30.10
72.00,25.00,93.00,73.10
34.00,99.00,46.00,53.00
58.00,94.00,86.00,79.20
88.00,85.00,54.00,70.40
67.00,97.00,24.00,51.50
42.00,42.00,36.00,39.00
43.00,21.00,85.00,59.60
46.00,77.00,64.00,61.20
29.00,79.00,83.00,66.00
92.00,73.00,34.00,59.20
24.00,93.00,72.00,61.80
25.00,99.00,39.00,46.80
26.00,63.00,83.00,61.90
74.00,99.00,42.00,63.00
24.00,40.00,45.00,37.70
45.00,49.00,62.00,54.30
58.00,50.00,96.00,75.40
90.00,34.00,51.00,59.30
95.00,62.00,47.00,64.40
42.00,85.00,53.00,56.10
27.00,36.00,93.00,61.80
45.00,50.00,75.00,61.00
40.00,83.00,89.00,73.10
66.00,60.00,58.00,60.80
46.00,56.00,31.00,40.50
96.00,32.00,29.00,49.70
32.00,24.00,39.00,33.90
31.00,20.00,34.00,30.30
74.00,31.00,98.00,77.40
88.00,67.00,86.00,82.80
53.00,96.00,58.00,64.10
77.00,41.00,71.00,66.80
86.00,31.00,73.00,68.50
31.00,73.00,99.00,73.40
66.00,26.00,40.00,45.00
61.00,81.00,29.00,49.00
27.00,26.00,33.00,29.80
77.00,82.00,33.00,56.00
30.00,39.00,36.00,34.80
53.00,46.00,82.00,66.10
60.00,23.00,47.00,46.10
78.00,73.00,77.00,76.50
44.00,74.00,58.00,57.00
87.00,65.00,89.00,83.60
29.00,45.00,62.00,48.70
71.00,45.00,70.00,65.30
45.00,28.00,53.00,45.60
66.00,60.00,97.00,80.30
51.00,64.00,39.00,47.60
36.00,81.00,86.00,70.00
75.00,47.00,65.00,64.40
49.00,89.00,49.00,57.00
84.00,85.00,54.00,69.20
21.00,69.00,45.00,42.60
68.00,81.00,72.00,72.60
47.00,68.00,51.00,53.20
51.00,73.00,52.00,55.90
71.00,43.00,53.00,56.40
65.00,55.00,94.00,77.50
67.00,40.00,58.00,57.10
90.00,72.00,79.00,80.90
49.00,42.00,88.00,67.10
20.00,26.00,42.00,32.20
35.00,25.00,22.00,26.50
39.00,27.00,28.00,31.10
91.00,78.00,85.00,85.40
89.00,51.00,74.00,73.90
72.00,25.00,47.00,50.10
56.00,93.00,92.00,81.40
76.00,98.00,62.00,73.40
62.00,52.00,51.00,54.50
50.00,47.00,47.00,47.90
45.00,99.00,73.00,69.80
88.00,95.00,37.00,63.90
42.00,44.00,55.00,48.90
73.00,58.00,83.00,75.00
63.00,25.00,35.00,41.40
61.00,93.00,52.00,62.90
49.00,45.00,58.00,52.70
96.00,94.00,61.00,78.10
41.00,61.00,78.00,63.50
70.00,61.00,96.00,81.20
41.00,70.00,32.00,42.30
76.00,70.00,64.00,68.80
21.00,38.00,60.00,43.90
74.00,75.00,39.00,56.70
52.00,23.00,71.00,55.70
89.00,75.00,26.00,54.70
33.00,67.00,46.00,46.30
86.00,45.00,80.00,74.80
45.00,61.00,71.00,61.20
22.00,97.00,35.00,43.50
83.00,80.00,40.00,60.90
76.00,28.00,40.00,48.40
75.00,97.00,82.00,82.90
62.00,74.00,34.00,50.40
28.00,38.00,59.00,45.50
41.00,67.00,59.00,55.20
42.00,84.00,35.00,46.90
66.00,50.00,62.00,60.80
96.00,69.00,48.00,66.60
72.00,78.00,36.00,55.20
50.00,37.00,93.00,68.90
43.00,20.00,48.00,40.90
27.00,42.00,40.00,36.50
72.00,53.00,29.00,46.70
52.00,78.00,50.00,56.20
99.00,50.00,52.00,65.70
62.00,31.00,40.00,44.80
70.00,99.00,89.00,85.30
76.00,79.00,26.00,51.60
27.00,29.00,39.00,33.40
87.00,36.00,45.00,55.80
79.00,38.00,73.00,67.80
64.00,54.00,96.00,78.00
68.00,20.00,28.00,38.40
84.00,56.00,25.00,48.90
47.00,59.00,73.00,62.40
97.00,93.00,37.00,66.20
89.00,34.00,53.00,60.00
47.00,34.00,63.00,52.40
23.00,20.00,55.00,38.40
31.00,40.00,25.00,29.80
93.00,56.00,36.00,57.10
80.00,49.00,53.00,60.30
82.00,66.00,86.00,80.80
74.00,54.00,39.00,52.50
85.00,79.00,95.00,88.80
56.00,34.00,36.00,41.60
47.00,29.00,82.00,60.90
47.00,74.00,90.00,73.90
90.00,30.00,24.00,45.00
78.00,42.00,79.00,71.30
26.00,38.00,29.00,29.90
95.00,21.00,50.00,57.70
34.00,20.00,33.00,30.70
48.00,90.00,94.00,79.40
39.00,21.00,27.00,29.40
21.00,85.00,59.00,52.80
91.00,65.00,62.00,71.30
49.00,48.00,62.00,55.30
68.00,89.00,40.00,58.20
45.00,56.00,35.00,42.20
46.00,70.00,32.00,43.80
96.00,22.00,97.00,81.70
63.00,45.00,36.00,45.90
99.00,55.00,93.00,87.20
59.00,29.00,90.00,68.50
36.00,41.00,46.00,42.00
98.00,38.00,49.00,61.50
29.00,32.00,87.00,58.60
89.00,85.00,52.00,69.70
56.00,80.00,64.00,64.80
62.00,48.00,79.00,67.70
24.00,64.00,57.00,48.50
99.00,51.00,73.00,76.40
27.00,65.00,37.00,39.60
43.00,25.00,78.00,56.90
27.00,85.00,61.00,55.60
52.00,36.00,21.00,33.30
65.00,90.00,38.00,56.50
94.00,85.00,87.00,88.70
49.00,62.00,66.00,60.10
73.00,88.00,82.00,80.50
77.00,58.00,36.00,52.70
58.00,90.00,82.00,76.40
75.00,30.00,72.00,64.50
41.00,94.00,40.00,51.10
69.00,90.00,24.00,50.70
46.00,22.00,66.00,51.20
23.00,33.00,21.00,24.00
88.00,29.00,96.00,80.20
71.00,28.00,96.00,74.90
35.00,58.00,87.00,65.60
95.00,31.00,36.00,52.70
88.00,78.00,51.00,67.50
76.00,45.00,52.00,57.80
97.00,66.00,80.00,82.30
25.00,21.00,47.00,35.20
78.00,89.00,63.00,72.70
75.00,33.00,37.00,47.60
99.00,77.00,80.00,85.10
22.00,32.00,21.00,23.50
21.00,80.00,24.00,34.30
98.00,61.00,41.00,62.10
69.00,32.00,50.00,52.10
94.00,55.00,54.00,66.20
56.00,51.00,36.00,45.00
49.00,43.00,43.00,44.80
47.00,81.00,67.00,63.80
20.00,70.00,64.00,52.00
28.00,84.00,41.00,45.70
93.00,51.00,67.00,71.60
53.00,93.00,59.00,64.00
61.00,88.00,86.00,78.90
24.00,66.00,29.00,34.90
77.00,65.00,43.00,57.60
64.00,74.00,75.00,71.50
71.00,85.00,44.00,60.30
55.00,33.00,28.00,37.10
57.00,69.00,40.00,50.90
42.00,79.00,92.00,74.40
69.00,37.00,54.00,55.10
39.00,83.00,70.00,63.30
65.00,70.00,29.00,48.00
36.00,52.00,35.00,38.70
59.00,26.00,61.00,53.40
33.00,37.00,70.00,52.30
37.00,66.00,47.00,47.80
31.00,67.00,87.00,66.20
35.00,31.00,70.00,51.70
45.00,37.00,85.00,63.40
47.00,48.00,55.00,51.20
75.00,81.00,79.00,78.20
65.00,95.00,95.00,86.00
47.00,83.00,96.00,78.70
63.00,39.00,58.00,55.70
31.00,99.00,90.00,74.10
73.00,98.00,69.00,76.00
63.00,58.00,93.00,77.00
58.00,53.00,22.00,39.00
47.00,88.00,25.00,44.20
36.00,78.00,78.00,65.40
53.00,94.00,46.00,57.70
80.00,75.00,24.00,51.00
58.00,40.00,54.00,52.40
76.00,40.00,65.00,63.30
64.00,52.00,92.00,75.60
86.00,58.00,76.00,75.40
84.00,63.00,29.00,52.30
98.00,40.00,39.00,56.90
86.00,61.00,31.00,53.50
93.00,56.00,96.00,87.10
27.00,23.00,55.00,40.20
95.00,37.00,87.00,79.40
69.00,32.00,81.00,67.60
26.00,66.00,65.00,53.50
66.00,21.00,26.00,37.00
27.00,21.00,78.00,51.30
52.00,63.00,67.00,61.70
26.00,22.00,61.00,42.70
76.00,29.00,35.00,46.10
50.00,22.00,83.00,60.90
54.00,42.00,61.00,55.10
65.00,41.00,45.00,50.20
75.00,73.00,83.00,78.60
61.00,75.00,43.00,54.80
42.00,20.00,58.00,45.60
69.00,66.00,68.00,67.90
55.00,98.00,24.00,48.10
76.00,58.00,75.00,71.90
87.00,57.00,41.00,58.00
35.00,61.00,38.00,41.70
63.00,51.00,28.00,43.10
58.00,68.00,81.00,71.50
69.00,96.00,64.00,71.90
35.00,42.00,49.00,43.40
89.00,22.00,70.00,66.10
99.00,50.00,70.00,74.70
39.00,96.00,61.00,61.40
62.00,67.00,80.00,72.00
66.00,84.00,45.00,59.10
83.00,33.00,94.00,78.50
75.00,87.00,55.00,67.40
68.00,58.00,86.00,75.00
20.00,25.00,64.00,43.00
68.00,51.00,52.00,56.60
68.00,81.00,87.00,80.10
77.00,47.00,83.00,74.00
31.00,98.00,57.00,57.40
35.00,28.00,77.00,54.60
80.00,97.00,89.00,87.90
41.00,95.00,69.00,65.80
72.00,41.00,66.00,62.80
89.00,58.00,65.00,70.80
36.00,90.00,43.00,50.30
74.00,37.00,58.00,58.60
22.00,69.00,36.00,38.40
70.00,66.00,69.00,68.70
20.00,56.00,44.00,39.20
55.00,89.00,61.00,64.80
32.00,78.00,81.00,65.70
36.00,52.00,32.00,37.20
96.00,94.00,75.00,85.10
34.00,58.00,79.00,61.30
40.00,94.00,36.00,48.80
29.00,54.00,73.00,56.00
60.00,85.00,82.00,76.00
72.00,50.00,68.00,65.60
68.00,79.00,86.00,79.20
85.00,92.00,34.00,60.90
99.00,78.00,54.00,72.30
59.00,66.00,66.00,63.90
30.00,42.00,33.00,33.90
76.00,86.00,46.00,63.00
60.00,59.00,48.00,53.80
88.00,68.00,73.00,76.50
49.00,75.00,43.00,51.20
27.00,78.00,85.00,66.20
98.00,59.00,58.00,70.20
78.00,44.00,27.00,45.70
46.00,21.00,95.00,65.50
53.00,50.00,99.00,75.40
42.00,60.00,36.00,42.60
41.00,27.00,35.00,35.20
26.00,39.00,61.00,46.10
81.00,27.00,42.00,50.70
64.00,39.00,96.00,75.00
64.00,66.00,85.00,74.90
87.00,44.00,31.00,50.40
41.00,44.00,52.00,47.10
24.00,86.00,71.00,59.90
60.00,51.00,94.00,75.20
93.00,76.00,41.00,63.60
30.00,87.00,31.00,41.90
44.00,97.00,59.00,62.10
65.00,46.00,99.00,78.20
31.00,28.00,34.00,31.90
32.00,89.00,44.00,49.40
86.00,38.00,94.00,80.40
96.00,91.00,54.00,74.00
98.00,66.00,26.00,55.60
78.00,57.00,43.00,56.30
53.00,42.00,39.00,43.80
81.00,35.00,89.00,75.80
34.00,37.00,64.00,49.60
55.00,64.00,25.00,41.80
22.00,42.00,48.00,39.00
38.00,46.00,46.00,43.60
63.00,73.00,67.00,67.00
49.00,37.00,41.00,42.60
73.00,83.00,42.00,59.50
88.00,22.00,59.00,60.30
96.00,95.00,68.00,81.80
63.00,40.00,75.00,64.40
41.00,65.00,34.00,42.30
37.00,92.00,54.00,56.50
81.00,42.00,42.00,53.70
45.00,60.00,51.00,51.00
89.00,42.00,80.00,75.10
70.00,31.00,98.00,76.20
88.00,72.00,69.00,75.30
20.00,94.00,83.00,66.30
70.00,45.00,71.00,65.50
61.00,53.00,30.00,43.90
73.00,22.00,58.00,55.30
20.00,33.00,34.00,29.60
76.00,23.00,42.00,48.40
51.00,34.00,87.00,65.60
71.00,57.00,59.00,62.20
37.00,32.00,23.00,29.00
68.00,81.00,67.00,70.10
73.00,86.00,48.00,63.10
53.00,25.00,43.00,42.40
78.00,91.00,42.00,62.60
98.00,76.00,81.00,85.10
41.00,32.00,44.00,40.70
31.00,26.00,91.00,60.00
34.00,60.00,98.00,71.20
62.00,30.00,78.00,63.60
94.00,91.00,78.00,85.40
90.00,63.00,52.00,65.60
59.00,33.00,56.00,52.30
58.00,20.00,71.00,56.90
66.00,97.00,84.00,81.20
28.00,47.00,41.00,38.30
74.00,45.00,84.00,73.20
58.00,71.00,96.00,79.60
58.00,57.00,85.00,71.30
66.00,63.00,62.00,63.40
64.00,80.00,23.00,46.70
93.00,41.00,42.00,57.10
64.00,32.00,49.00,50.10
45.00,25.00,53.00,45.00
25.00,36.00,57.00,43.20
44.00,52.00,88.00,67.60
48.00,88.00,90.00,77.00
92.00,53.00,37.00,56.70
52.00,48.00,42.00,46.20
57.00,94.00,86.00,78.90
30.00,71.00,81.00,63.70
40.00,84.00,56.00,56.80
34.00,98.00,69.00,64.30
33.00,76.00,29.00,39.60
95.00,42.00,89.00,81.40
47.00,50.00,24.00,36.10
22.00,46.00,44.00,37.80
33.00,65.00,37.00,41.40
25.00,73.00,30.00,37.10
30.00,56.00,33.00,36.70
64.00,61.00,39.00,50.90
26.00,81.00,46.00,47.00
69.00,23.00,91.00,70.80
57.00,49.00,57.00,55.40
65.00,65.00,28.00,46.50
78.00,98.00,44.00,65.00
80.00,82.00,88.00,84.40
33.00,82.00,69.00,60.80
64.00,74.00,85.00,76.50
39.00,32.00,41.00,38.60
53.00,55.00,76.00,64.90
88.00,29.00,27.00,45.70
44.00,93.00,86.00,74.80
27.00,24.00,70.00,47.90
55.00,39.00,44.00,46.30
73.00,66.00,43.00,56.60
31.00,49.00,79.00,58.60
43.00,24.00,44.00,39.70
62.00,57.00,72.00,66.00
67.00,51.00,78.00,69.30
91.00,73.00,97.00,90.40
64.00,41.00,72.00,63.40
97.00,95.00,26.00,61.10
24.00,35.00,84.00,56.20
69.00,72.00,53.00,61.60
43.00,60.00,24.00,36.90
80.00,48.00,82.00,74.60
98.00,93.00,23.00,59.50
38.00,42.00,80.00,59.80
72.00,21.00,64.00,57.80
58.00,92.00,71.00,71.30
89.00,39.00,28.00,48.50
45.00,34.00,67.00,53.80
82.00,72.00,31.00,54.50
87.00,25.00,47.00,54.60
24.00,79.00,77.00,61.50
75.00,37.00,74.00,66.90
58.00,36.00,35.00,42.10
87.00,77.00,93.00,88.00
96.00,95.00,53.00,74.30
64.00,70.00,57.00,61.70
81.00,34.00,80.00,71.10
54.00,78.00,57.00,60.30
97.00,68.00,50.00,67.70
79.00,50.00,81.00,74.20
89.00,37.00,70.00,69.10
57.00,60.00,83.00,70.60
23.00,34.00,90.00,58.70
89.00,29.00,58.00,61.50
98.00,51.00,67.00,73.10
95.00,26.00,26.00,46.70
24.00,32.00,83.00,55.10
95.00,88.00,37.00,64.60
73.00,81.00,65.00,70.60
42.00,23.00,59.00,46.70
67.00,86.00,45.00,59.80
21.00,85.00,60.00,53.30
70.00,22.00,67.00,58.90
69.00,32.00,20.00,37.10
36.00,51.00,48.00,45.00
23.00,52.00,36.00,35.30
46.00,78.00,58.00,58.40
99.00,31.00,73.00,72.40
63.00,25.00,32.00,39.90
76.00,79.00,76.00,76.60
98.00,69.00,45.00,65.70
51.00,80.00,26.00,44.30
82.00,49.00,31.00,49.90
29.00,71.00,54.00,49.90
81.00,83.00,44.00,62.90
75.00,96.00,89.00,86.20
46.00,68.00,64.00,59.40
65.00,82.00,88.00,79.90
62.00,29.00,77.00,62.90
35.00,27.00,60.00,45.90
76.00,80.00,40.00,58.80
95.00,55.00,73.00,76.00
87.00,33.00,95.00,80.20
76.00,26.00,93.00,74.50
63.00,32.00,22.00,36.30
71.00,73.00,62.00,66.90
20.00,29.00,41.00,32.30
52.00,60.00,20.00,37.60
80.00,85.00,40.00,61.00
94.00,66.00,52.00,67.40
69.00,95.00,56.00,67.70
84.00,72.00,87.00,83.10
44.00,50.00,45.00,45.70
44.00,69.00,59.00,56.50
50.00,29.00,39.00,40.30
80.00,35.00,64.00,63.00
60.00,60.00,69.00,64.50
39.00,44.00,84.00,62.50
35.00,27.00,33.00,32.40
44.00,45.00,64.00,54.20
96.00,68.00,36.00,60.40
39.00,30.00,75.00,55.20
30.00,70.00,43.00,44.50
94.00,20.00,79.00,71.70
69.00,83.00,20.00,47.30
35.00,48.00,66.00,53.10
92.00,24.00,91.00,77.90
76.00,89.00,54.00,67.60
86.00,36.00,57.00,61.50
65.00,25.00,87.00,68.00
71.00,76.00,50.00,61.50
94.00,51.00,71.00,73.90
78.00,25.00,84.00,70.40
49.00,87.00,33.00,48.60
79.00,36.00,95.00,78.40
21.00,93.00,89.00,69.40
81.00,93.00,90.00,87.90
51.00,84.00,42.00,53.10
43.00,77.00,62.00,59.30
60.00,82.00,89.00,78.90
45.00,95.00,92.00,78.50
85.00,28.00,62.00,62.10
48.00,58.00,32.00,42.00
88.00,45.00,42.00,56.40
63.00,40.00,30.00,41.90
69.00,63.00,71.00,68.80
31.00,31.00,56.00,43.50
90.00,81.00,21.00,53.70
87.00,91.00,45.00,66.80
35.00,53.00,60.00,51.10
87.00,40.00,49.00,58.60
36.00,62.00,87.00,66.70
90.00,78.00,26.00,55.60
96.00,67.00,85.00,84.70
66.00,68.00,33.00,49.90
87.00,89.00,30.00,58.90
52.00,91.00,42.00,54.80
54.00,98.00,64.00,67.80
51.00,95.00,85.00,76.80
29.00,31.00,21.00,25.40
47.00,66.00,31.00,42.80
97.00,56.00,89.00,84.80
84.00,52.00,20.00,45.60
36.00,98.00,70.00,65.40
45.00,86.00,26.00,43.70
99.00,62.00,64.00,74.10
21.00,66.00,38.00,38.50
47.00,69.00,58.00,56.90
99.00,69.00,63.00,75.00
67.00,63.00,27.00,46.20
50.00,99.00,96.00,82.80
97.00,69.00,95.00,90.40
76.00,55.00,25.00,46.30
32.00,69.00,46.00,46.40
62.00,82.00,87.00,78.50
96.00,96.00,30.00,63.00
29.00,77.00,95.00,71.60
25.00,20.00,38.00,30.50
82.00,76.00,47.00,63.30
28.00,34.00,97.00,63.70
99.00,90.00,60.00,77.70
88.00,86.00,86.00,86.60
43.00,35.00,22.00,30.90
58.00,89.00,84.00,77.20
71.00,28.00,98.00,75.90
31.00,42.00,76.00,55.70
36.00,23.00,33.00,31.90
96.00,65.00,20.00,51.80
34.00,81.00,93.00,72.90
93.00,33.00,96.00,82.50
74.00,89.00,97.00,88.50
98.00,67.00,78.00,81.80
78.00,62.00,79.00,75.30
25.00,38.00,78.00,54.10
63.00,46.00,53.00,54.60
42.00,74.00,75.00,64.90
88.00,80.00,92.00,88.40
23.00,90.00,71.00,60.40
32.00,89.00,73.00,63.90
61.00,20.00,76.00,60.30
85.00,28.00,67.00,64.60
31.00,22.00,70.00,48.70
92.00,73.00,71.00,77.70
70.00,74.00,83.00,77.30
87.00,48.00,54.00,62.70
77.00,86.00,50.00,65.30
57.00,93.00,46.00,58.70
43.00,30.00,77.00,57.40
79.00,69.00,91.00,83.00
82.00,47.00,28.00,48.00
88.00,88.00,77.00,82.50
73.00,93.00,63.00,72.00
46.00,45.00,98.00,71.80
48.00,89.00,93.00,78.70
24.00,66.00,64.00,52.40
85.00,32.00,94.00,78.90
44.00,45.00,75.00,59.70
42.00,23.00,69.00,51.70
50.00,62.00,28.00,41.40
29.00,78.00,58.00,53.30
34.00,84.00,56.00,55.00
80.00,30.00,36.00,48.00
33.00,49.00,81.00,60.20
58.00,89.00,43.00,56.70
72.00,45.00,80.00,70.60
88.00,78.00,73.00,78.50
64.00,84.00,96.00,84.00
50.00,95.00,87.00,77.50
54.00,78.00,99.00,81.30
86.00,77.00,59.00,70.70
46.00,33.00,54.00,47.40
73.00,89.00,97.00,88.20
47.00,94.00,28.00,46.90
70.00,98.00,23.00,52.10
33.00,49.00,82.00,60.70
31.00,65.00,66.00,55.30
90.00,63.00,56.00,67.60
77.00,81.00,97.00,87.80
67.00,48.00,67.00,63.20
51.00,55.00,89.00,70.80
93.00,97.00,88.00,91.30
54.00,30.00,92.00,68.20
80.00,62.00,74.00,73.40
97.00,39.00,89.00,81.40
97.00,21.00,67.00,66.80
23.00,92.00,22.00,36.30
73.00,62.00,30.00,49.30
48.00,78.00,56.00,58.00
72.00,49.00,62.00,62.40
64.00,60.00,45.00,53.70
69.00,80.00,72.00,72.70
88.00,30.00,42.00,53.40
99.00,66.00,80.00,82.90
96.00,73.00,60.00,73.40
53.00,56.00,93.00,73.60
87.00,58.00,91.00,83.20
80.00,38.00,27.00,45.10
61.00,67.00,92.00,77.70
40.00,96.00,54.00,58.20
93.00,38.00,63.00,67.00
54.00,60.00,58.00,57.20
95.00,48.00,80.00,78.10
39.00,55.00,36.00,40.70
32.00,72.00,96.00,72.00
68.00,25.00,20.00,35.40
29.00,34.00,92.00,61.50
92.00,27.00,25.00,45.50
98.00,81.00,25.00,58.10
36.00,24.00,63.00,47.10
63.00,82.00,62.00,66.30
69.00,94.00,84.00,81.50
90.00,61.00,30.00,54.20
64.00,98.00,25.00,51.30
74.00,34.00,64.00,61.00
45.00,41.00,97.00,70.20
